lembaga,kelompok_koordinator,npsn,nama_pt,nm_bp,provinsi_pt,jln,kec_pt,Kabupaten/Kota,website,no_tel,email
PTA Islam Swasta,PTA,213573  ,STEI Ar Risalah Ciamis Jawa Barat ,Sekolah Tinggi,Prop. Jawa Barat              ,-,,Kab. Ciamis                   ,www.steirisalah.ac.id,0265774502,steirrisalah@gmail.com
PTA Islam Swasta,PTA,213128  ,STAI Putra Galuh Ciamis,Sekolah Tinggi,Prop. Jawa Barat              ,Jalan Raya Banjar No. 141 KM 3 Cijantung Cijeungjing Ciamis,,Kab. Ciamis                   ,www.staipg.ac.id,0265777991,staipg_cms@yahoo.co.id
PTA Islam Swasta,PTA,213486  ,STAI Al-Musaddadiyah Garut,Sekolah Tinggi,Prop. Jawa Barat              ,Jalan Mayor Syamsu No. 2 Jayaraga Tarogong Kidul,,Kab. Garut                    ,http://stai-musaddadiyah.ac.id/,(0262)232334,stai_musaddadiyah_grt@yahoo.co.id
PTA Islam Swasta,PTA,213025  ,STAI Muhammadiyah Garut,Sekolah Tinggi,Prop. Jawa Barat              ,Jl. Raya Cikelet No. 242  Garut,,Kab. Garut                    ,Http://staim-garut.ac.id,0262-2523153,staimgarut@ymail.com
PTA Islam Swasta,PTA,213126  ,STAI Persis Garut,Sekolah Tinggi,Prop. Jawa Barat              ,Jl. Aruji Kartawinata Depan Lap. Ciateul Ciawitali Tarogong Kidul Garut,,Kab. Garut                    ,www.staipersisgarut.ac.id,0262 232413,staipi_garut@yahoo.co.id
PTA Islam Swasta,PTA,213024  ,STAI Imam Syafi`i Cianjur,Sekolah Tinggi,Prop. Jawa Barat              ," Jalan Sarongge, Desa Ciputri, Kecamatan Pacet Kabupaten Cianjur, Jawa Barat",,Kab. Cianjur                  ,www.stai-imamsyafii.ac.id,0263-2530144-2530145,staiis_cianjur@yahoo.com
PTA Islam Swasta,PTA,213166  ,STIS Nahdlatul Ulama Cianjur,Sekolah Tinggi,Prop. Jawa Barat              ,"JL. PERINTIS KEMERDEKAAN, JEBROD, CILAKU, CIANJUR",,Kab. Cianjur                  ,www.stisnucianjur.com,(0263)2295276,stisnu@gmail.com
PTA Islam Swasta,PTA,213117  ,STAI Laa Roiba Bogor,Sekolah Tinggi,Prop. Jawa Barat              ,Jl. Kampung Setu Desa Leuwimekar Kec. Leuwiliang Kab. Bogor 16640,,Kab. Bogor                    ,www.stailaaroiba.ac.id,0251-8640226,stailaaroibabogor@gmail.com
PTA Islam Swasta,PTA,213138  ,STIT Nurul Hikmah Cianjur,Sekolah Tinggi,Prop. Jawa Barat              ,Komplek Pondok Pesantren Al-Fatmah Pertigaan Pasir Hayam No 32,,Kab. Cianjur                  ,www.stit-nurulhikmah.com,(02636) 313 1942,stitnhc@gmail.com
PTA Islam Swasta,PTA,213131  ,STAI Sebelas April Sumedang,Sekolah Tinggi,Prop. Jawa Barat              ,JL. ANGKREK NO. 19 KECAMATAN SUMEDANG UTARA KABUPATEN SUMEDANG ,,Kab. Sumedang                 ,staisebelasapril.ac.id,02612201994,staiunsap11april@gmail.com
PTA Islam Swasta,PTA,213548  ,STIS As-Sa'adah Sukasari Sumedang ,Sekolah Tinggi,Prop. Jawa Barat              ,-,,Kab. Sumedang                 , ,085780007300,asyaeful18@gmail.com
PTA Islam Swasta,PTA,213539  ,Sekolah Tinggi Ekonomi dan Bisnis Islam (STEBIS) Muhammadiyah Sumedang,Sekolah Tinggi,Prop. Jawa Barat              ,-,,Kab. Sumedang                 ,www.stebismu-sumedang.ac.id, ,stebismu@gmail.com
PTA Islam Swasta,PTA,213584  ,Institut Ummul Quro AL-Islami Bogor Jawa Barat ,Sekolah Tinggi,Prop. Jawa Barat              ,-,,Kab. Bogor                    ,http://iuqibogor.ac.id/,0251-8649408,iuqi.aswaja@gmail.com
PTA Islam Swasta,PTA,213624  ,Sekolah Tinggi Ilmu Ushuluddin Wadi Mubarak Bogor Jawa Barat,Sekolah Tinggi,Prop. Jawa Barat              ,Desa Kuta Megamendung Bogor Jawa Barat,,Kab. Bogor                    ,,0251-8257944,stiuwm.bogor@gmail.com
PTA Islam Swasta,PTA,213153  ,STIT Sirojul Falah Bogor,Sekolah Tinggi,Prop. Jawa Barat              ,Jl. Raya Pemda Kaum Pandak Rt.004/003 Kel. Karadenan Kec. Cibinong Kab. Bogor,,Kab. Bogor                    ,www.stitsifabogor.ac.id,(0251) 7501315,admin@stitsifabogor.ac.id
PTA Islam Swasta,PTA,213109  ,STAI Al-Fatah Cileungsi Bogor,Sekolah Tinggi,Prop. Jawa Barat              ,"Jl. Pesantren Al-Fatah, RT 002/005 Desa Pasirangin",,Kab. Bogor                    , http://www.stai.alfatah.net/,0218235331,stai_alfatah@yahoo.co.id
PTA Islam Swasta,PTA,213615  ,Sekolah Tinggi Ilmu Al Qur'an Ar-Rahman ,Sekolah Tinggi,Prop. Jawa Barat              ,Jl. Irigasi Perum Asabri kecamatan Jonggol Kabupaten Bogor Jawa Barat ,,Kab. Bogor                    ,http://stiqarrahman.ac.id/,081290009060,stiqarrahmaan@gmail.com
PTA Islam Swasta,PTA,213151  ,STAI YAPERI Cibinong,Sekolah Tinggi,Prop. Jawa Barat              ,"Jl. Raya Jakarta Bogor Km, 45 Kel. Pakansari Kec. Cibinong",,Kab. Bogor                    ,http://staiyaperi.blogspot.com/,02187910944,staiyaperi@gmail.com
PTA Islam Swasta,PTA,213147  ,STIT Tarbiyatun Nisa Sentul-Bogor,Sekolah Tinggi,Prop. Jawa Barat              ,Jl. Bukit Az-Zikra - Cipambuan - Sentul City - Babakan Madang - Kab. Bogor,,Kab. Bogor                    ,0,081314806399,stit.tn_sentul@yahoo.com
PTA Islam Swasta,PTA,213106  ,STAI Al-Aulia Bogor,Sekolah Tinggi,Prop. Jawa Barat              ,Jl. KH. Abdul Hamid Cemplang KM. 03 Situ Ilir Bogor ,,Kab. Bogor                    ,www.staiauliabogor.com,0251 - 8643668,staiaulia@gmail.com
PTA Islam Swasta,PTA,213031  ,STIT Al-Azami Cianjur,Sekolah Tinggi,Prop. Jawa Barat              , Jl. KH. A. Suja'i KM. 09 Sukasari Cilaku Cianjur,,Kab. Cianjur                  ,stit-asshiddiqin.ac.id,(0263) 336181,stit.alazamicjr07@gmail.com
PTA Islam Swasta,PTA,213148  ,"STAI Al-Azhary Cianjur, Jawa Barat",Sekolah Tinggi,Prop. Jawa Barat              ,Jl. Haji Askio (KH.Abdullah Bin Nuh) Panembong Cianjur,,Kab. Cianjur                  ,www.stai-alazhary-cianjur.ac.id,0263.262200,mail@stai-alazhary-cianjur.ac.id
PTA Islam Swasta,PTA,213115  ,STAI Daarussalam Sukabumi,Sekolah Tinggi,Prop. Jawa Barat              ,"Jl. PASAR IKAN CIBARAJA SELAJAMBE 18/07 DESA SELAJAMBE
KECAMATAN CISAAT KABUPAT",,Kab. Sukabumi                 ,www.staidasmi.com,085795122631,Stai.darussalam_Sukabumi@yahoo.co.id
PTA Islam Swasta,PTA,213157  ,"STAI Al-Mas`udiyah, Sukabumi",Sekolah Tinggi,Prop. Jawa Barat              ,"Jl. Raya Sagaranten Km. 26 Buni Ayu Rindu Alam Kertaangsana Nyalindung

Sukabumi",,Kab. Sukabumi                 ,www.staimas.ac.id,0266-480303,staialmasudiyah@yahoo.co.id
PTA Islam Swasta,PTA,213167  ,STIBA Ar Raayah,Sekolah Tinggi,Prop. Jawa Barat              ,"Jl. Perintis Kemerdekaan RT.01/ RW.05, Kp. Cimenteng, Desa Sukamulya, Kec. Cikem",,Kab. Sukabumi                 ,http://arraayah.ac.id/,0266-321568,id.arraayah@gmail.com
PTA Islam Swasta,PTA,213107  ,STAI Al-Barokah Sukabumi,Sekolah Tinggi,Prop. Jawa Barat              ,-,,Kab. Sukabumi                 ,,0266 321 025,stai.albarokahsukabumi
PTA Islam Swasta,PTA,213124  ,"STAI Pelabuhan Ratu, Sukabumi",Sekolah Tinggi,Prop. Jawa Barat              ,Jl. Siliwangi No. 95 Palabuhanratu,,Kab. Sukabumi                 ,http://www.staipelabuhanratu.ac.id,0266-6446226,staipalabuhanratu@gmail.com
PTA Islam Swasta,PTA,213492  ,STAI Al-Masthuriyah Sukabumi,Sekolah Tinggi,Prop. Jawa Barat              ,-,,Kab. Sukabumi                 , almasthuriyah.id,0266-210612,stai.almasth@gmail.com
PTA Islam Swasta,PTA,213184  ,"STAI Kharisma Cicurug, Sukabumi",Sekolah Tinggi,Prop. Jawa Barat              ,Jalan Raya Siliwangi No. 39 Ciutara kecamatan Cicurug,,Kab. Sukabumi                 ,www.staikharisma.ac.id,02666725636,staikharisma.ccr@gmail.com
PTA Islam Swasta,PTA,213181  ,STIT Insan Kamil Bogor Jawa Barat,Sekolah Tinggi,Prop. Jawa Barat              ,Jl. R. Aria Surialaga Batutapak ,,Kota Bogor                    ,www.stit-insankamil.ac.id,0251-8638343,stitinsankamilbgr@gmail.com
PTA Islam Swasta,PTA,213178  ,"Sekolah Tinggi Ekonomi Islam (STEI) Tazkia, Bogor",Sekolah Tinggi,Prop. Jawa Barat              ,"Jalan Ir. H. Djuanda no. 78, Sentul City, Bogor",,Kota Bogor                    ,www.tazkia.ac.id,+622187962291,Stei@tazkia.ac.id
PTA Islam Swasta,PTA,213023  ,STAI Duta Bangsa Bekasi,Sekolah Tinggi,Prop. Jawa Barat              , Jl. Kalibaru Timur Kranji,,Kota Bekasi                   ,staidutabangsabekasi.ac.id,021 - 88851838,stai.dutabangsabekasi@gmail.com
PTA Islam Swasta,PTA,213175  ,STAI Bani Saleh Bekasi,Sekolah Tinggi,Prop. Jawa Barat              ,Jl. M. Hasibuan No.68 Bekasi Timur,,Kota Bekasi                   ,www.stai.banisaleh.ac.id,021-88343360,staibanisaleh@yahoo.co.id
PTA Islam Swasta,PTA,213621  ,Sekolah Tinggi Ilmu Ekonom Syari'ah Mitra Karya Bekasi Jawa Barat,Sekolah Tinggi,Prop. Jawa Barat              ,Jalan Mayor M. Hasibuan No. 5 RT. 06 RW 08 Kelurahan Margahayu Kecamatan Bekasi ,,Kota Bekasi                   ,,0218806248,
PTA Islam Swasta,PTA,213478  ,STIT Al-Marhalah Al-`Ulya Bekasi,Sekolah Tinggi,Prop. Jawa Barat              ,Jl. KH. Mas Mansyur No. 91 Bekasi,,Kota Bekasi                   ,http://almarhalah.ac.id,021-88344081,kabar@almarhalah.ac.id
PTA Islam Swasta,PTA,213183  ,Sekolah Tinggi Kulliyatul Qur'an Al-Hikam Depok,Sekolah Tinggi,Prop. Jawa Barat              ,JL. H. Amat 21 rt/rw 06/01 kukusan beji depok,,Kota Depok                    ,www.walisongoonline.com,021 786 53 55,alhikam.depok@gmail.com
PTA Islam Swasta,PTA,213632  ,Sekolah Tinggi Agama Islam Al Hikmah Global Cendikia Kota Depok Jawa Barat,Sekolah Tinggi,Prop. Jawa Barat              ,Jl. Raya Cipayung Jembatan Serong Kelurahan Cipayung Kec. Cipayung Kota Depok Ja,,Kota Depok                    ,http://stai-alhikmahglobalcendekia.blogspot.co.id/,0895-1977-7741      ,stai.alhikmahglobalcendekia@gmail.com
PTA Islam Swasta,PTA,213458  ,STAI Al-Hamidiyah Jakarta,Sekolah Tinggi,Prop. Jawa Barat              ,"Jalan Raya Depok-Sawangan Km. 2 No. 12 Rangkepanjaya, Pancoran Mas, Depok",,Kota Depok                    ,www.al-hamidiyah.sch.id,(021) 77881434,stai.alhamidiyah91@gmail.com
PTA Islam Swasta,PTA,213118  ,STAI Madinatul Ilmi Depok,Sekolah Tinggi,Prop. Jawa Barat              ,"Jln. Kampus (Pakis) Raya Sawangan, Rangkapan Jaya Baru Pancoran Mas",,Kota Depok                    ,www.staimi.ac.id,(021) 77887143,info@staimi.ac.id
PTA Islam Swasta,PTA,213111  ,STAI Al-Musdariyah Cimahi,Sekolah Tinggi,Prop. Jawa Barat              ,Jl. Kamarung no 25 Kelurahan Citeurep Kecamatan Cimahi Utara,,Kota Cimahi                   ,staialmusdariyah.ac.id,+622286616419,stai_almusdariyah@yahoo.com
PTA Islam Swasta,PTA,213456  ,Sekolah Tinggi Ekonomi Islam SEBI (STEI SEBI) Ciputat Tangerang,Sekolah Tinggi,Prop. Jawa Barat              ,"Jl. Raya Bojongsari, Pondok Rangga",,Kota Depok                    ,www.sebi.ac.id,02518616655,info@sebi.ac.id
PTA Islam Swasta,PTA,213156  ,STAI Al-Karimiyah Sawangan Depok,Sekolah Tinggi,Prop. Jawa Barat              ,Jl. H. Maksum No. 23 Sawangan Baru RT/RW. 004/002 Kel. Sawangan Baru Kec. Sawang,,Kota Depok                    ,www.staialkarimiyah.ac.id,0251 8617335,stai.alkarimiyah@gmail.com
PTA Islam Swasta,PTA,213461  ,STAI At-Taqwa Bekasi,Sekolah Tinggi,Prop. Jawa Barat              ,"Jl. KH. Noer Alie, Ujungharapan Kelurahan Bahagia Kecamatan Babelan Kabupaten Be",,Kab. Bekasi                   ,-,021-89133431/8913293,stai_attaqwa@yahoo.co.id
PTA Islam Swasta,PTA,213490  ,STAI Pelita Bangsa,Sekolah Tinggi,Prop. Jawa Barat              , JL. INPEKSI KALIMALANG TEGAL DANAS ARAH DELTAMAS CIKARANG - KAB. BEKASI,,Kab. Bekasi                   , www.staipelitabangsa.ac.id,"021-27318249,50,51",stai@pelitabangsa.ac.id
PTA Islam Swasta,PTA,213022  ,"STIES Indonesia Purwakarta, Jawa Barat",Sekolah Tinggi,Prop. Jawa Barat              , jl. Veteran no 150-152 Ciseureuh Purwakarta.,,Kab. Purwakarta               ,www.sties-indonesia.ac.id,(0264) 8624333,"Info@sties-indonesia.ac,id"
PTA Islam Swasta,PTA,213170  ,STAI Dr. KH. EZ. Muttaqien Purwakarta,Sekolah Tinggi,Prop. Jawa Barat              ,Jln. Baru Maracang Nomor: 35 Kab. Purwakarta,,Kab. Purwakarta               ,www.staimuttaqien.ac.id, (0264)200092,staimuttaqien@yahoo.co.id
PTA Islam Swasta,PTA,213141  ,STAI Miftahul Huda Pamanukan Subang,Sekolah Tinggi,Prop. Jawa Barat              ,Jl. Rancasari Dalam No. B.33 Pamanukan,,Kab. Subang                   ,http://staimiftahulhudasubang.blogspot.co.id,0260-550647,staimiftahulhudasubang1988@gmail.com
PTA Islam Swasta,PTA,213143  ,STAI Riyadhul Jannah Subang,Sekolah Tinggi,Prop. Jawa Barat              ,Jalan Raya Prapatan Bandung Jalancagak Subang Jawa Barat,,Kab. Subang                   ,www.riyadhul-jannah.org,(0260) 471707,stairjsubang01@gmail.com
PTA Islam Swasta,PTA,213649  ,Sekolah Tinggi Ekonomi Islam Nahdlatul Ulama Subang Jawa Barat,Sekolah Tinggi,Prop. Jawa Barat              ,"Jl. Sirnaraga Dusun Mekarsari RT.03/01 Kalijati timur, Kalijati Subang Jawa Bara",,Kab. Subang                   ,,02607495355,steinusubang@gmail.com
PTA Islam Swasta,PTA,213572  ,STEI Al Amar Subang Jawa Barat ,Sekolah Tinggi,Prop. Jawa Barat              ,,,Kab. Subang                   ,http://www.steialamar.ac.id,,stei.alamar.subang@gmail.com
PTA Islam Swasta,PTA,213110  ,STAI Al-Muhajirin Purwakarta,Sekolah Tinggi,Prop. Jawa Barat              ,Jln Veteran No 155 Kebon Kolot Purwakarta Jawa Barat,,Kab. Purwakarta               ,www.almuhajirin.ac.id,  (0264) 200008,staialmuhajirinpwk@yahoo.com
PTA Islam Swasta,PTA,213169  ,STEI Bina Cipta Madani,Sekolah Tinggi,Prop. Jawa Barat              ,Komplek Pasar Bersih Blok C No. 2 Jln. Galuh Mas Pasar Karawang,,Kab. Karawang                 ,www.stei-bcm.ac.id,0267-8632183,steibcm2013@gmail.com
PTA Islam Swasta,PTA,213112  ,STAI Asshiddiqiyah Karawang,Sekolah Tinggi,Prop. Jawa Barat              ,Dusun Krajan Desa Pasirukem Kecamatan Cilamaya Kulon,,Kab. Karawang                 ,staias.ac.id/stai-asshiddiqiyah-karawang.ac.id,081314490111,info@staias.ac.id
PTA Islam Swasta,PTA,213611  ,Sekolah Tinggi Ilmu Tarbiyah Rakeyan Santang Karawang Jawa Barat,Sekolah Tinggi,Prop. Jawa Barat              ,Jl. Stadion kp Mekar Baru RT.03 RW. 03 Desa Cikampek Kota kecamatan Cikampek  Ka,,Kab. Karawang                 ,,,
PTA Islam Swasta,PTA,213038  ,"STAI Al-Kamal Sarang Rembang, Jawa Tengah",Sekolah Tinggi,Prop. Jawa Tengah             ,Jl. Raya Nomor 55 Sarang Kabupaten Rembang ,Kec. Sarang                   ,Kab. Rembang                  ,www.staika.ac.id,0356 412375,staialkamal@gmail.com
PTA Islam Swasta,PTA,213379  ,Sekolah Tinggi Ilmu Dakwah Surakarta (STIDS),Sekolah Tinggi,Prop. Jawa Tengah             ,-,,Kota Surakarta,,,
PTA Islam Swasta,PTA,213382  ,STAI Al-Muhammad Cepu,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Blora Nomor 151 Cepu - Blora - Jawa Tengah,,Kab. Blora                    ,www.staialmuhammadcepu.ac.id,(0296) 421515,stai_amc@yahoo.co.id
PTA Islam Swasta,PTA,213388  ,"STAI Muhammadiyah (STAIM) Blora, Jawa Tengah",Sekolah Tinggi,Prop. Jawa Tengah             ,Jl. Raya Blora-Cepu Km. 4 Blora,,Kab. Blora                    ,staimblora.ac.id,02965298724,staimblora@yahoo.co.id
PTA Islam Swasta,PTA,213561  ,Sekolah Tinggi Ilmu Budaya Islam Syekh Jangkung Pati ,Sekolah Tinggi,Prop. Jawa Tengah             ,-,,Kab. Pati                     ,,,
PTA Islam Swasta,PTA,213036  ,STAI Al-Anwar Sarang Rembang,Sekolah Tinggi,Prop. Jawa Tengah             , ,,Kab. Rembang                  ,http://staialanwar.ac.id,02955391410, staialanwar@gmail.com
PTA Islam Swasta,PTA,213037  ,STAI Al-Hikmah 2,Sekolah Tinggi,Prop. Jawa Tengah             ," Pon. Pes. Al-Hikmah 2 Benda, Kec. Sirampog Kab. Brebes",,Kab. Brebes                   ,http://staialhikmahdua.ac.id/,(0289) 4314001,staiaalhikmah@yahoo.co.id
PTA Islam Swasta,PTA,213626  ,Sekolah Tinggi Ilmu Ekonomi Syariah Putera Bangsa Tegal Jawa Tengah,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Ampera No. 37 RT. 04/04 Pagongan Dukuhturi Tegal No. 50,,Kab. Tegal                    ,,,stiesputerabangsa@gmail.com
PTA Islam Swasta,PTA,213385  ,"STAI Brebes, Jawa Tengah",Sekolah Tinggi,Prop. Jawa Tengah             ,Jl. Yos Sudarso No. 36,,Kab. Brebes                   ,stai.brebes.ac.id,(0283) 672294,staibrebes@yahoo.com
PTA Islam Swasta,PTA,213392  ,"STAI Nahdlatul Ulama (STAINU), Temanggung, Jawa Tengah",Sekolah Tinggi,Prop. Jawa Tengah             ,Jl. Suwandi Suwardi Km. 1,,Kab. Temanggung               ,stainutmg.ac.id,0293 493361,stainutmg@yahoo.co.id
PTA Islam Swasta,PTA,213040  ,STAI Ki Ageng Pekalongan,Sekolah Tinggi,Prop. Jawa Tengah             , Jl. Simpang Tiga Sedayu Wonopringgo Pekalongan ,,Kab. Pekalongan               ,staikap-pekalongan.ac.id,(0285) 4483692,stikapymi@ymail.com
PTA Islam Swasta,PTA,213396  ,STIT Pemalang,Sekolah Tinggi,Prop. Jawa Tengah             ,Jl. DI Panjaitan Km. 3 Paduraksa Pemalang Jawa Tengah,,Kab. Pemalang                 ,https://stitpemalang.ac.id/,0284-323741,stitpemalang@yahoo.co.id
PTA Islam Swasta,PTA,213393  ,"STAI Pati (STAIP), Jawa Tengah",Sekolah Tinggi,Prop. Jawa Tengah             ,Jl. Kampus Raya No 5 Margorejo Pati,,Kab. Pati                     ,www.staipati.ac.id,(0295) 386167,Staippati@yahoo.com
PTA Islam Swasta,PTA,213033  ,Sekolah Tinggi Ilmu Al-Qur`an (STIQ) Islamic Center Demak,Sekolah Tinggi,Prop. Jawa Tengah             ,Jl. Jogoloyo 47 Wonosalam Demak Jawa Tengah,,Kab. Demak                    ,stiqdemak.com,0291 6905437,stiqdemak@gmail.com
PTA Islam Swasta,PTA,213384  ,STAI Bakti Negara Tegal,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan Jeruk No. 09 RT. 04 RW. 02 Kelurahan Procot Kecamatan Slawi,,Kab. Tegal                    ,-,0283 491277,staibntegal87@gmail.com
PTA Islam Swasta,PTA,213035  ,Sekolah Tinggi Islam Al-Mukmin Ngruki Cemani Sukoharjo,Sekolah Tinggi,Prop. Jawa Tengah             ," Ngruki, Cemani, Sukoharjo, Jawa Tengah",,Kab. Sukoharjo                ,www.almukmin-ngruki.com,(0271) 717429,almukmin.stim@yahoo.co.id
PTA Islam Swasta,PTA,213395  ,"STIT Muhammadiyah, Kendal, Jawa Tengah",Sekolah Tinggi,Prop. Jawa Tengah             ,Jl. Ar Rahmah No. 18 Ngasinan Weleri Kendal,,Kab. Kendal                   ,www.stitmkendal.ac.id,02943652959,stitm_kendal@yahoo.co.id
PTA Islam Swasta,PTA,213380  ,Sekolah Tinggi Islam Kendal (STIK),Sekolah Tinggi,Prop. Jawa Tengah             ,Jl. Soekarno-Hatta Jambearum Kendal ,,Kab. Kendal                   ,stikendal.ac.id,0294-381614,stik.kendal@yahoo.co.id
PTA Islam Swasta,PTA,213394  ,"STAI Walisembilan Semarang (SETIAWS), Jawa Tengah",Sekolah Tinggi,Prop. Jawa Tengah             ,Jl. Ki Mangunsarkoro No.17,,Kota Semarang                 ,setiawssmg.ac.id,0248454683,setia_walisembila@yahoo.com
PTA Islam Swasta,PTA,213556  ,STIQ Miftahul Huda Rawalo Banyumas Jawa Tengah,Sekolah Tinggi,Prop. Jawa Tengah             ,-,,Kab. Banyumas                 ,,,stiqmidarawalo@gmail.com
PTA Islam Swasta,PTA,213622  ,Sekolah Tinggi Ilmu Tarbiyah Tunas Bangsa Banjarnegara Jawa Tengah,Sekolah Tinggi,Prop. Jawa Tengah             ,Jalan S. Parman No. 11 RT.001 RW. 07 Kel. Semarang Kecamatan Banjar Negara Kabup,,Kab. Banjarnegara             ,stit-tunasbangsa.ac.id,,stittunasbangsa@gmail.com
PTA Islam Swasta,PTA,213043  ,STIS Kebumen Jawa Tengah,Sekolah Tinggi,Prop. Jawa Tengah             , JL. Kutoarjo KM. 12 Mekarsari Kutowinangun Kebumen,,Kab. Kebumen                  ,www.stiskebumen.co.id,0287-661182,stiskebumen@yahoo.co.id
PTA Islam Swasta,PTA,213042  ,STAI Sufyan Tsauri Majenang,Sekolah Tinggi,Prop. Jawa Tengah             ,Jl. KH. Sufyan Tsauri Po. Box. 18 Majenang ,,Kab. Cilacap                  ,http://staismajenang.ac.id,0280-623562,staismeze@yahoo.co.id
PTA Islam Swasta,PTA,213386  ,"Sekolah Tinggi Agama Islam (STAI) Khozinatul Ulum, Blora, Jawa Tengah",Sekolah Tinggi,Prop. Jawa Tengah             ,"Jl. Mr. Iskandar, 42 Blora, Jawa Tengah",,Kab. Blora                    , ,0296-531644,"stiu.chozin@yahoo.com, staichoz@gmail.com"
PTA Islam Swasta,PTA,213383  ,STAI An-Nawawi Purworejo,Sekolah Tinggi,Prop. Jawa Tengah             ,"Jl. Ir. H. Juanda No. 1 Berjan Gebang Purworejo 54191 Jawa Tengah
Telp./Fax. (0",,Kab. Purworejo                ,www.staiannawawi.ac.id,(0275) 3128428,staianpwr@yahoo.co.id
PTA Islam Swasta,PTA,213391  ,"STAI Nahdlatul Ulama (STAINU), Purworejo, Jawa Tengah",Sekolah Tinggi,Prop. Jawa Tengah             ,Sebelah Utara GOR Wr. Supratman / Jalan Lingkar Utara No 5,,Kab. Purworejo                ,www.stainupurworejo.ac.id,0275325066,purworejostainu@gmail.com
PTA Islam Swasta,PTA,213381  ,"STAI Al-Husain Magelang (STI AIH), Jawa Tengah",Sekolah Tinggi,Prop. Jawa Tengah             ,Jln. Kyai Abdan No. 03 Kawasan GOR Bumi Manunggal Tegalrejo,,Kab. Magelang                 ,https://staia-sw.ac.id,0293 3149002,staiamagelang@yahoo.co.id
PTA Islam Swasta,PTA,213034  ,Sekolah Tinggi Ilmu Al-Qur`an (STIQ) Isy Karima Karanganyar,Sekolah Tinggi,Prop. Jawa Tengah             ," Pakel, Gerdu, Karangpandan, Karanganyar, Jawa Tengah",,Kab. Karanganyar              ,stiqisykarima.ac.id,02716901044,isykarimastiq@yahoo.com
PTA Islam Swasta,PTA,213439  ,STIT Madina Sragen,Sekolah Tinggi,Prop. Jawa Tengah             ,"Jl. Hos Cokroaminoto Gang 3 Teguhan, Sragen Wetan, Kec. Sragen.",,Kab. Sragen                   ,www.stitmadinasrg.ac.id,0271-892679,stitmadinasrg@gmail.com
PTA Islam Swasta,PTA,213039  ,STAI Grobogan Jawa Tengah,Sekolah Tinggi,Prop. Jawa Tengah             , JL RAYA NO. 2 JEKETRO KECAMATAN GUBUG KABUPATEN GROBOGAN PROVINSI JAWA TENGAH,,Kab. Grobogan                 ,www.staigrobogan.ac.id,(0292) 4281105,stai_grobogan@yahoo.co.id
PTA Islam Swasta,PTA,213628  ,Sekolah Tinggi Agama Islam Mulia Astuti Wonogiri Jawa Tengah,Sekolah Tinggi,Prop. Jawa Tengah             ,Jl. Cempaka VI Pokok RT.02/RW 04 Kelurahan Wonoboyo Wonogiri Jawa Tengah,,Kab. Wonogiri                 ,www.staimas-wonogiri.ac.id,0273 323 188,staimaswonogiri@gmail.com
PTA Islam Swasta,PTA,213389  ,"STAI Muhammadiyah (STAIM) Klaten, Jawa Tengah",Sekolah Tinggi,Prop. Jawa Tengah             ,Jl.Ki Ageng Gribig No.6 Klaten,,Kab. Klaten                   ,www.staim-klaten.ac.id,(0272) 321605,staim.klaten@gmail.com
PTA Islam Swasta,PTA,213053  ,STAI Badrus Sholeh Purwoasri Kediri,Sekolah Tinggi,Prop. Jawa Timur              , Jl. Raya No 86 Purwoasri  Kediri,Kec. Purwoasri                ,Kab. Kediri                   , http://staiba.ac.id,03544520624,staiba.kdr@gmail.com
PTA Islam Swasta,PTA,213044  ,Sekolah Tinggi Ilmu Tarbiyah (STIT) Al-Karimiyyah Sumenep,Sekolah Tinggi,Prop. Jawa Timur              ," Jl. Raya Gapura, Beraji Gapura Sumenep Madura",Kec. Gapura                   ,Kab. Sumenep                  ,www.stit-alkarimiyyah.ac.id,081703039434,stit.alkarimiyyah@yahoo.com
PTA Islam Swasta,PTA,213599  ,Sekolah Tinggi Ilmu Tarbiyah Togo Ambarsari Bondowoso Jawa Timur,Sekolah Tinggi,Prop. Jawa Timur              ,Desa Tanggil Wetan Kecamatan Wonosari Kabupaten Bondowoso Jawa Timur,Kec. Wonosari                 ,Kab. Bondowoso                ,-,082330618982,stitta06@yahoo.com
PTA Islam Swasta,PTA,213251  ,STIT Al-Fatah Siman Lamongan,Sekolah Tinggi,Prop. Jawa Timur              ,PP. AL-FATTAH SIMAN SEKARAN LAMONGAN,,Kab. Lamongan                 ,www.stitaf.ac.id,0322-3382086,stitaf@gmail.com
PTA Islam Swasta,PTA,213062  ,STAI Nahdlatul Ulama (STAINU) Madiun,Sekolah Tinggi,Prop. Jawa Timur              ,Jl. Jendral Sudirman No 86 Madiun ,,Kab. Madiun                   ,www.stainumadiun.ac.id,0351-7788988,stainumadiun@gmail.com
PTA Islam Swasta,PTA,213221  ,STAI Madiun Jawa Timur,Sekolah Tinggi,Prop. Jawa Timur              ,JL.SOEKARNO - HATTA 70B  MADIUN JAWA TIMUR,,Kab. Madiun                   ,staimadiun-017,0351 - 463472,staim.madiun@gmail.com
